,ID1,response,text
388,161067805674967040,positive,andreamuscara governo monti lamento nulla infatti
389,144189212541988866,negative,unico prelievo manca governo monti sangu
390,155946365824937984,negative,mario monti stanga d colpa evasori http t co ephhyxt ilg
391,135298689978728448,positive,diranno mario monti troppo poco italiano bene rimontiamo http t co izeze via addthi
392,136843969211547648,negative,pure passera pu definir membro governo monti
393,143421486227652611,negative,raitv dovet vergognarvi trasmetter conferenza stampa mario monti
394,194449354084462593,neutral,abronstein blacktristan falso ggiovin
395,136551902199558144,negative,scusat incoerenza ambiguit possono stare chiama mario monti
396,149102183009353728,neutral,profilo ilgrillourlant tass impost mario monti italiani servono davvero scongiurar fallimento http t co jghxgrp
397,142193168618754048,negative,governo monti completamento rivoluzion clerico massonica iniziata http t co vd hn
399,391912312992706560,neutral,vien pubblicato video singolo storia vh whowantstoliveforev akindofmag http t co rawvrydv
400,140601052406886400,positive,chicca comicit italiana benigni mario monti d http t co ljgt ke
401,140128576988119040,negative,bufala tassa cani governo monti http t co zplvip
402,161765619727990784,neutral,laurea concorsi pubblici riforma governo monti cantier http t co yum pqp
404,192179886339796992,neutral,bersani teme antipolitica grillo agoravox italia http t co cyww yt
405,156883873173737472,negative,mario monti antipatico http t co fh
406,395572237149155328,negative,clizia ita desynina concordo purtroppo animal rischio d estinzion cosa deprim molto
407,136893857127342080,positive,formato nuovo governo monti dio ce mandi tecnicament buona
408,137144354430132224,positive,mario monti seriet rigor fors sfanghiamo
409,133446947670462464,positive,gusti personali vogliono elezioni subito oppur scelta finita governo monti senza panna coppetta biodegradabil
410,162977234964066306,positive,semplificazioni ancora volta governo monti fatto mesi pi tre anni brunetta calderoli avantico
411,195184739081134080,positive,piac atteggiamento grillo blog pubblica attacchi mett luce http t co gaqrikjv
412,391963351376752640,neutral,appena usato shazam taggar home onerepubl http t co acmiuuoak
413,197002825648189442,neutral,justelisabetta eli prego dimmi giugno milano
414,140033445601607680,negative,bossi governo monti fa schifo berlusconi dimis perch ricattato http t co dalfshql
415,191152510868799488,negative,blackbarri stata k giorni andando stesso scuola cibo toccato nient infatti perso kg
416,159664383654502400,neutral,londra mario monti italia chied nulla germania migliorar govern http t co eoaqzrbj
418,161790887083520001,negative,laurea dopo anni sfigato parola viceministro marton governo monti http t co biwc via addthi
419,188578454726381568,negative,yoostyl crediti manco messo grazi ciao toglila stop voglio sentir
421,134388731259006976,negative,mario monti nome antipasto fullmonti laresadeiconti elezioni
422,193204465535418368,negative,grillo fa antipolitica grillo antipolitica peggior speci
423,192245973165158400,neutral,dopo travaglio grillo difend lega strategia travasar consensi padani setta bossi grillo
424,158580045898719232,positive,europa co spettral priva vision governo monti rappresenta variant colta illuminata http t co qbmybpbi
425,148354671919104000,positive,sosteniamo governo monti affronta emergenza perch sappiamo unica possibil alternativa fallimento italia
427,187167757891149826,neutral,conto rovescia bar milan nou camp mila tifosi rossoneri sfida blaugrana vale semif http t co x rz
429,190047046999359488,positive,niallsicecream fare bad girl me
430,193647593081929728,neutral,cherubinapazza dwhaleb fatto bagno folla
431,196331641667452928,positive,love far away voglio bene mancava
432,152542336289738752,neutral,bossi berlusconi visto ora banda sinistra berlusconi mario monti umberto bossi http t co qg jqkn
433,163992893869146112,neutral,leva fiscal governo monti aiuto startup italian http t co bupa uq
434,395605110761324544,positive,drew vojc tranquilla nient serio
435,135466132927807488,negative,vai adesso mario monti superman crisi finita stipendi aumento riform grazi stato bisognerebb inventarti
436,193067706050809856,positive,serviziopubblico grillo giusto dici ide futuro bepp grillo
437,195565192795529217,negative,bersani critica grillo offes napolitano sent colpa offes dignit anni
440,147394563798073344,negative,rainew governo monti previsto duri massimo fino governo centrodestra finito malo modo
441,136026030010925056,neutral,pensioni flessibilit pompei priorit governo monti roma crescita equit social prior http t co yedlulel
442,186543227564855296,positive,auadb no leggi figo madonna
443,164003892663824384,neutral,mario monti personalit europea anno http t co ydujdigp
444,396637953336020992,positive,officialpausini vedo ora
445,147028712162983936,positive,aspettar governo monti prenda regali natal corri potrai trovar ide regalo partir
447,149157046548303872,neutral,pi stile formigoni mario monti scopri commenti governator lombardia abbigliamento http t co jwwyooy
448,154687382954852355,negative,iabicu evident calderoli gestisc person brand mario monti
449,162857710168178688,neutral,trasporto pubblico via sciopero piazza governo monti repubblica it http t co lsatrnc via repubblicait
450,145422423926382592,neutral,controlla video napoli de magistri chied governo monti tavolo napoli http t co idmk ap via youtub
451,187484946586275841,neutral,nuova convenzion pagamenti dilazionati tutt esser ancora pi vicini amici stipulato http t co w vyqxki
452,190174746749575168,neutral,moda lujo italia fashionbusi tod s de luto fallec dorino vall http t co ytlifpj
453,140065866413899776,positive,bossi governo monti fa schifo improvvisati trota invec calderoli mirabili statisti
454,393450861810040832,neutral,dirigenti htc promettono tablet indossabili belli dirompenti http t co yjfcn vdgv via hwupgrad
455,134909664751136769,positive,mario monti basta privilegi intanto fa nominar senator vita basta privilegi sibila mario monti http t co jeywh cy
456,137175546764337153,positive,edoardocamurri apprezzato titolo agor mattina governo monti dieci loden
457,197008190620176386,positive,intanto grazi
458,391819418151714816,negative,linkiesta cina compra tv africa coprir danni fa http t co snvukmdgwq via linkiesta softpow miricordaqualcosa
459,144434544806854658,negative,latini manovra governo monti sostenibil italiani http t co rtxhkuaq
460,142263500448874496,neutral,gentil professor monti http t co inu rxrk
461,193085642727624704,neutral,dopo grillo reti unif ex fidanzata trota contemporanea diretta differita piazzapulita serviziopubblico
462,147310279007543296,neutral,onlin commentmario discorsi mario monti formato commentabil frase frase http t co trsyrhev via luigireggi
464,393284916172963840,positive,laseomant sivvia carina peluch
466,136825480232968192,positive,http t co nourf nato governo monti ministri stati scelti buon lavoro
467,161120099749736448,positive,finalment decreto propositivo cerca incentivar libera iniziativa particolar giovani forza mario monti
468,187243418961973248,positive,thanxtoexist amor davvero piac ora devo farglielo veder sento strana boo
469,137095483276537856,neutral,governo monti stasera fiducia senato pdl professor candidi elezioni http t co qw govof
470,164709658353860609,neutral,governo monti lezion precari oggi flashmob tempo adesso napoli http t co ywxau
471,136418279219666944,positive,governo monti emergenza deve esser esempio dimostrar bastano ministri gestir crisi meno costi pi impegno
472,139779112599433216,positive,fsoro agendadigital ottimo inizio governo monti servono competenz person giovani
473,162490515416301568,positive,delizioso pezzo bechi sondaggi governativi flori cosa piac pi meno governo monti
474,134730612593532928,negative,pieni poteri mario monti effetti governo pu esser pi appropriato full monti x paes ispir by ossimorobiondo
475,396706146104262656,negative,ramblingirlz so sopporto ahahahahha
477,141057522969751552,negative,dodicesimo giorno governo monti differenzial titoli scend misur tardano
478,393303033972805632,negative,mancano due ore pall ce
479,192273759191838721,negative,ignorantit dachepulpito fatto realment accaduto
480,142348762176692224,neutral,marcotravaglio cita reazioni twitter vari leader politici governo monti serviziopubblico
482,144908357482987520,positive,asta frequenz tv taglio spese militari patrimonial lotta evasion test valutar equit discontinuit governo monti
483,192270886877921283,positive,piac quasi grillo volta fuori sacrosanti monologhi sopravviv dibattito politico bepp grillo
486,163989547586293762,negative,proposito protesta avvocati legali governo monti disertano cerimonia succed brescia http t co uyc ncrt avv
487,162296122180780032,neutral,decreto carceri governo monti post http t co mzqqzk via ilpost
488,136796437357928449,negative,nato governo monti passera super ministro dopo berlusconi sempr solita costant
489,393389087274459136,negative,bettyint hakflak strano mondo bisogna dire evviva perch uomo confessa preferir ancora donn uomini
490,146602560395022336,positive,riguarda governo monti considerando parlamentari esistenti pare miglior governo
491,160298887305900032,neutral,edilizia residenzial governo monti vara incentivi http t co ol m
494,393483175621844992,neutral,beingawarbl giadahplov struckbyfinn uarenotalonee oook adesso devo parlar altra cosa important
495,391946157573672961,positive,missisongbird pff mate giov diritto venerd sabato economia devo portarmi avanti fatto cavolo
496,136865293204070401,negative,altro vuol spread tolto berlusconi dato governo monti ora potrebb lasciarci viver
497,152836651058597888,negative,giunta ora andar urn governo monti gi fatto troppi danni impoverito ulteriorment paes mercati ancora ko
500,144780702653755392,negative,governo monti aumenta tass bce taglia tassi dare mano banch cittadini pensa
501,137517060132569089,negative,alfano parla peccato original governo monti eletto
502,391963350701465601,negative,yama pensa pi comic tornassi egoista
503,396745457093050368,positive,sheeranssoul ahahaahahah grazi avermelo riferito
505,147702931859312640,negative,ferrero berlusconi portato orlo baratro governo monti fare passo avanti ormai http t co pulwwjvi
506,137193171368161280,positive,battuta pi bella governo monti fa deputato pdl http t co b eqxvd
507,134540959697481728,neutral,cosa significa nomina senator vita mario monti http t co v nhgl
508,190041576515448832,positive,buon giorno d
509,395671936791228417,positive,teniamoci stretta magia kaka soprattutto bacio maglia imparar grazi
511,193067738586038274,negative,luttwak peggior danno potremmo fare grillo nominarlo president consiglio dimetterebb giorno dopo
513,134591510334275584,negative,pietro chiud governo monti rispond sistema bancario http t co k tlhp z
515,134404207435456513,neutral,mario monti ce tter
516,164982871155687425,negative,mario monti posto lavoro fisso monotono adesso mario aspettiamo solo figli licenzino aggreghino
